,SELL_ID,BURGER,COFFEE,COKE,LEMONADE,CALENDAR_DATE,PRICE,QUANTITY,SELL_CATEGORY,YEAR,MONTH,DAY,DAYOFWEEK,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR
2593,2051,1,0,1,0,2013-10-11,10.97,34,2,2013,10,11,Friday,No Holiday,0,0,60.8,1
2594,2052,1,0,0,1,2013-10-11,10.12,22,2,2013,10,11,Friday,No Holiday,0,0,60.8,1
2595,2053,1,1,1,0,2013-10-11,10.45,58,2,2013,10,11,Friday,No Holiday,0,0,60.8,1
2596,1070,1,0,0,0,2013-10-12,14.0,64,0,2013,10,12,Saturday,No Holiday,1,0,64.4,1
2597,2051,1,0,1,0,2013-10-12,10.97,24,2,2013,10,12,Saturday,No Holiday,1,0,64.4,1
2598,2052,1,0,0,1,2013-10-12,10.12,24,2,2013,10,12,Saturday,No Holiday,1,0,64.4,1
2599,2053,1,1,1,0,2013-10-12,10.45,44,2,2013,10,12,Saturday,No Holiday,1,0,64.4,1
2600,1070,1,0,0,0,2013-10-13,14.0,70,0,2013,10,13,Sunday,No Holiday,1,0,55.4,1
2601,2051,1,0,1,0,2013-10-13,10.97,28,2,2013,10,13,Sunday,No Holiday,1,0,55.4,1
2602,2052,1,0,0,1,2013-10-13,10.12,24,2,2013,10,13,Sunday,No Holiday,1,0,55.4,1
2603,2053,1,1,1,0,2013-10-13,10.45,44,2,2013,10,13,Sunday,No Holiday,1,0,55.4,1
2604,1070,1,0,0,0,2013-10-14,14.0,104,0,2013,10,14,Monday,No Holiday,0,0,55.4,1
2605,2051,1,0,1,0,2013-10-14,10.97,32,2,2013,10,14,Monday,No Holiday,0,0,55.4,1
2606,2052,1,0,0,1,2013-10-14,10.12,26,2,2013,10,14,Monday,No Holiday,0,0,55.4,1
2607,2053,1,1,1,0,2013-10-14,10.45,56,2,2013,10,14,Monday,No Holiday,0,0,55.4,1
2608,1070,1,0,0,0,2013-10-15,14.0,96,0,2013,10,15,Tuesday,No Holiday,0,0,55.4,1
2609,2051,1,0,1,0,2013-10-15,10.97,36,2,2013,10,15,Tuesday,No Holiday,0,0,55.4,1
2610,2052,1,0,0,1,2013-10-15,10.12,22,2,2013,10,15,Tuesday,No Holiday,0,0,55.4,1
2611,2053,1,1,1,0,2013-10-15,10.45,60,2,2013,10,15,Tuesday,No Holiday,0,0,55.4,1
2612,1070,1,0,0,0,2013-10-16,14.0,98,0,2013,10,16,Wednesday,No Holiday,0,0,51.8,1
2613,2051,1,0,1,0,2013-10-16,10.97,38,2,2013,10,16,Wednesday,No Holiday,0,0,51.8,1
2614,2052,1,0,0,1,2013-10-16,10.12,22,2,2013,10,16,Wednesday,No Holiday,0,0,51.8,1
2615,2053,1,1,1,0,2013-10-16,10.45,58,2,2013,10,16,Wednesday,No Holiday,0,0,51.8,1
2616,1070,1,0,0,0,2013-10-17,14.0,100,0,2013,10,17,Thursday,No Holiday,0,0,51.8,1
2617,2051,1,0,1,0,2013-10-17,10.97,36,2,2013,10,17,Thursday,No Holiday,0,0,51.8,1
2618,2052,1,0,0,1,2013-10-17,10.12,28,2,2013,10,17,Thursday,No Holiday,0,0,51.8,1
2619,2053,1,1,1,0,2013-10-17,10.45,60,2,2013,10,17,Thursday,No Holiday,0,0,51.8,1
2620,1070,1,0,0,0,2013-10-18,14.0,96,0,2013,10,18,Friday,No Holiday,0,0,55.4,1
2621,2051,1,0,1,0,2013-10-18,10.97,34,2,2013,10,18,Friday,No Holiday,0,0,55.4,1
2622,2052,1,0,0,1,2013-10-18,10.12,30,2,2013,10,18,Friday,No Holiday,0,0,55.4,1
2623,2053,1,1,1,0,2013-10-18,10.45,62,2,2013,10,18,Friday,No Holiday,0,0,55.4,1
2624,1070,1,0,0,0,2013-10-19,14.0,70,0,2013,10,19,Saturday,No Holiday,1,0,57.2,1
2625,2051,1,0,1,0,2013-10-19,10.97,26,2,2013,10,19,Saturday,No Holiday,1,0,57.2,1
2626,2052,1,0,0,1,2013-10-19,10.12,20,2,2013,10,19,Saturday,No Holiday,1,0,57.2,1
2627,2053,1,1,1,0,2013-10-19,10.45,38,2,2013,10,19,Saturday,No Holiday,1,0,57.2,1
2628,1070,1,0,0,0,2013-10-20,14.0,68,0,2013,10,20,Sunday,No Holiday,1,0,59.0,1
2629,2051,1,0,1,0,2013-10-20,10.97,22,2,2013,10,20,Sunday,No Holiday,1,0,59.0,1
2630,2052,1,0,0,1,2013-10-20,10.12,22,2,2013,10,20,Sunday,No Holiday,1,0,59.0,1
2631,2053,1,1,1,0,2013-10-20,10.45,38,2,2013,10,20,Sunday,No Holiday,1,0,59.0,1
2632,1070,1,0,0,0,2013-10-21,14.0,100,0,2013,10,21,Monday,No Holiday,0,0,51.8,1
2633,2051,1,0,1,0,2013-10-21,10.97,34,2,2013,10,21,Monday,No Holiday,0,0,51.8,1
2634,2052,1,0,0,1,2013-10-21,10.12,26,2,2013,10,21,Monday,No Holiday,0,0,51.8,1
2635,2053,1,1,1,0,2013-10-21,10.45,56,2,2013,10,21,Monday,No Holiday,0,0,51.8,1
2636,1070,1,0,0,0,2013-10-22,14.0,102,0,2013,10,22,Tuesday,No Holiday,0,0,50.0,1
2637,2051,1,0,1,0,2013-10-22,10.97,36,2,2013,10,22,Tuesday,No Holiday,0,0,50.0,1
2638,2052,1,0,0,1,2013-10-22,10.12,28,2,2013,10,22,Tuesday,No Holiday,0,0,50.0,1
2639,2053,1,1,1,0,2013-10-22,10.45,60,2,2013,10,22,Tuesday,No Holiday,0,0,50.0,1
2640,1070,1,0,0,0,2013-10-23,14.0,100,0,2013,10,23,Wednesday,No Holiday,0,0,55.4,1
2641,2051,1,0,1,0,2013-10-23,10.97,32,2,2013,10,23,Wednesday,No Holiday,0,0,55.4,1
2642,2052,1,0,0,1,2013-10-23,10.12,28,2,2013,10,23,Wednesday,No Holiday,0,0,55.4,1
2643,2053,1,1,1,0,2013-10-23,10.45,56,2,2013,10,23,Wednesday,No Holiday,0,0,55.4,1
2644,1070,1,0,0,0,2013-10-24,14.0,102,0,2013,10,24,Thursday,No Holiday,0,0,57.2,1
2645,2051,1,0,1,0,2013-10-24,10.97,34,2,2013,10,24,Thursday,No Holiday,0,0,57.2,1
2646,2052,1,0,0,1,2013-10-24,10.12,28,2,2013,10,24,Thursday,No Holiday,0,0,57.2,1
2647,2053,1,1,1,0,2013-10-24,10.45,60,2,2013,10,24,Thursday,No Holiday,0,0,57.2,1
2648,1070,1,0,0,0,2013-10-25,14.0,98,0,2013,10,25,Friday,No Holiday,0,0,59.0,1
2649,2051,1,0,1,0,2013-10-25,10.97,40,2,2013,10,25,Friday,No Holiday,0,0,59.0,1
2650,2052,1,0,0,1,2013-10-25,10.12,24,2,2013,10,25,Friday,No Holiday,0,0,59.0,1
2651,2053,1,1,1,0,2013-10-25,10.45,60,2,2013,10,25,Friday,No Holiday,0,0,59.0,1
2652,1070,1,0,0,0,2013-10-26,14.0,72,0,2013,10,26,Saturday,No Holiday,1,0,57.2,1
2653,2051,1,0,1,0,2013-10-26,10.97,22,2,2013,10,26,Saturday,No Holiday,1,0,57.2,1
2654,2052,1,0,0,1,2013-10-26,10.12,16,2,2013,10,26,Saturday,No Holiday,1,0,57.2,1
2655,2053,1,1,1,0,2013-10-26,10.45,42,2,2013,10,26,Saturday,No Holiday,1,0,57.2,1
2656,1070,1,0,0,0,2013-10-27,14.0,66,0,2013,10,27,Sunday,No Holiday,1,0,57.2,1
2657,2051,1,0,1,0,2013-10-27,10.97,30,2,2013,10,27,Sunday,No Holiday,1,0,57.2,1
2658,2052,1,0,0,1,2013-10-27,10.12,16,2,2013,10,27,Sunday,No Holiday,1,0,57.2,1
2659,2053,1,1,1,0,2013-10-27,10.45,46,2,2013,10,27,Sunday,No Holiday,1,0,57.2,1
2660,1070,1,0,0,0,2013-10-28,14.0,104,0,2013,10,28,Monday,No Holiday,0,0,53.6,1
2661,2051,1,0,1,0,2013-10-28,10.97,36,2,2013,10,28,Monday,No Holiday,0,0,53.6,1
2662,2052,1,0,0,1,2013-10-28,10.12,30,2,2013,10,28,Monday,No Holiday,0,0,53.6,1
2663,2053,1,1,1,0,2013-10-28,10.45,58,2,2013,10,28,Monday,No Holiday,0,0,53.6,1
2664,1070,1,0,0,0,2013-10-29,14.0,102,0,2013,10,29,Tuesday,No Holiday,0,0,46.4,1
2665,2051,1,0,1,0,2013-10-29,10.97,40,2,2013,10,29,Tuesday,No Holiday,0,0,46.4,1
2666,2052,1,0,0,1,2013-10-29,10.12,24,2,2013,10,29,Tuesday,No Holiday,0,0,46.4,1
2667,2053,1,1,1,0,2013-10-29,10.45,56,2,2013,10,29,Tuesday,No Holiday,0,0,46.4,1
2668,1070,1,0,0,0,2013-10-30,14.0,104,0,2013,10,30,Wednesday,No Holiday,0,0,44.6,1
2669,2051,1,0,1,0,2013-10-30,10.97,38,2,2013,10,30,Wednesday,No Holiday,0,0,44.6,1
2670,2052,1,0,0,1,2013-10-30,10.12,24,2,2013,10,30,Wednesday,No Holiday,0,0,44.6,1
2671,2053,1,1,1,0,2013-10-30,10.45,64,2,2013,10,30,Wednesday,No Holiday,0,0,44.6,1
2672,1070,1,0,0,0,2013-10-31,14.0,98,0,2013,10,31,Thursday,No Holiday,0,0,44.6,1
2673,2051,1,0,1,0,2013-10-31,10.97,40,2,2013,10,31,Thursday,No Holiday,0,0,44.6,1
2674,2052,1,0,0,1,2013-10-31,10.12,30,2,2013,10,31,Thursday,No Holiday,0,0,44.6,1
2675,2053,1,1,1,0,2013-10-31,10.45,64,2,2013,10,31,Thursday,No Holiday,0,0,44.6,1
2676,1070,1,0,0,0,2013-11-01,14.0,96,0,2013,11,1,Friday,No Holiday,0,0,48.2,1
2677,2051,1,0,1,0,2013-11-01,10.97,38,2,2013,11,1,Friday,No Holiday,0,0,48.2,1
2678,2052,1,0,0,1,2013-11-01,10.12,28,2,2013,11,1,Friday,No Holiday,0,0,48.2,1
2679,2053,1,1,1,0,2013-11-01,10.45,58,2,2013,11,1,Friday,No Holiday,0,0,48.2,1
2680,1070,1,0,0,0,2013-11-02,14.0,72,0,2013,11,2,Saturday,No Holiday,1,0,50.0,1
2681,2051,1,0,1,0,2013-11-02,10.97,22,2,2013,11,2,Saturday,No Holiday,1,0,50.0,1
2682,2052,1,0,0,1,2013-11-02,10.12,18,2,2013,11,2,Saturday,No Holiday,1,0,50.0,1
2683,2053,1,1,1,0,2013-11-02,10.45,42,2,2013,11,2,Saturday,No Holiday,1,0,50.0,1
2684,1070,1,0,0,0,2013-11-03,14.0,70,0,2013,11,3,Sunday,No Holiday,1,0,41.0,1
2685,2051,1,0,1,0,2013-11-03,10.97,26,2,2013,11,3,Sunday,No Holiday,1,0,41.0,1
2686,2052,1,0,0,1,2013-11-03,10.12,18,2,2013,11,3,Sunday,No Holiday,1,0,41.0,1
2687,2053,1,1,1,0,2013-11-03,10.45,44,2,2013,11,3,Sunday,No Holiday,1,0,41.0,1
2688,1070,1,0,0,0,2013-11-04,14.0,102,0,2013,11,4,Monday,No Holiday,0,0,35.6,1
2689,2051,1,0,1,0,2013-11-04,10.97,34,2,2013,11,4,Monday,No Holiday,0,0,35.6,1
2690,2052,1,0,0,1,2013-11-04,10.12,24,2,2013,11,4,Monday,No Holiday,0,0,35.6,1
2691,2053,1,1,1,0,2013-11-04,10.45,64,2,2013,11,4,Monday,No Holiday,0,0,35.6,1
2692,1070,1,0,0,0,2013-11-05,14.0,102,0,2013,11,5,Tuesday,No Holiday,0,0,39.2,1
2693,2051,1,0,1,0,2013-11-05,10.97,36,2,2013,11,5,Tuesday,No Holiday,0,0,39.2,1
2694,2052,1,0,0,1,2013-11-05,10.12,28,2,2013,11,5,Tuesday,No Holiday,0,0,39.2,1
2695,2053,1,1,1,0,2013-11-05,10.45,58,2,2013,11,5,Tuesday,No Holiday,0,0,39.2,1
2696,1070,1,0,0,0,2013-11-06,14.0,96,0,2013,11,6,Wednesday,No Holiday,0,0,41.0,1
2697,2051,1,0,1,0,2013-11-06,10.97,32,2,2013,11,6,Wednesday,No Holiday,0,0,41.0,1
2698,2052,1,0,0,1,2013-11-06,10.12,28,2,2013,11,6,Wednesday,No Holiday,0,0,41.0,1
2699,2053,1,1,1,0,2013-11-06,10.45,60,2,2013,11,6,Wednesday,No Holiday,0,0,41.0,1
2700,1070,1,0,0,0,2013-11-07,14.0,104,0,2013,11,7,Thursday,No Holiday,0,0,41.0,1
2701,2051,1,0,1,0,2013-11-07,10.97,38,2,2013,11,7,Thursday,No Holiday,0,0,41.0,1
2702,2052,1,0,0,1,2013-11-07,10.12,22,2,2013,11,7,Thursday,No Holiday,0,0,41.0,1
2703,2053,1,1,1,0,2013-11-07,10.45,62,2,2013,11,7,Thursday,No Holiday,0,0,41.0,1
2704,1070,1,0,0,0,2013-11-08,14.0,104,0,2013,11,8,Friday,No Holiday,0,0,42.8,1
2705,2051,1,0,1,0,2013-11-08,10.97,40,2,2013,11,8,Friday,No Holiday,0,0,42.8,1
2706,2052,1,0,0,1,2013-11-08,10.12,26,2,2013,11,8,Friday,No Holiday,0,0,42.8,1
2707,2053,1,1,1,0,2013-11-08,10.45,58,2,2013,11,8,Friday,No Holiday,0,0,42.8,1
2708,1070,1,0,0,0,2013-11-09,14.0,64,0,2013,11,9,Saturday,No Holiday,1,0,42.8,1
2709,2051,1,0,1,0,2013-11-09,10.97,28,2,2013,11,9,Saturday,No Holiday,1,0,42.8,1
2710,2052,1,0,0,1,2013-11-09,10.12,22,2,2013,11,9,Saturday,No Holiday,1,0,42.8,1
2711,2053,1,1,1,0,2013-11-09,10.45,38,2,2013,11,9,Saturday,No Holiday,1,0,42.8,1
2712,1070,1,0,0,0,2013-11-10,14.0,72,0,2013,11,10,Sunday,No Holiday,1,0,35.6,1
2713,2051,1,0,1,0,2013-11-10,10.97,24,2,2013,11,10,Sunday,No Holiday,1,0,35.6,1
2714,2052,1,0,0,1,2013-11-10,10.12,22,2,2013,11,10,Sunday,No Holiday,1,0,35.6,1
2715,2053,1,1,1,0,2013-11-10,10.45,44,2,2013,11,10,Sunday,No Holiday,1,0,35.6,1
2716,1070,1,0,0,0,2013-11-11,14.0,102,0,2013,11,11,Monday,No Holiday,0,0,35.6,1
2717,2051,1,0,1,0,2013-11-11,10.97,34,2,2013,11,11,Monday,No Holiday,0,0,35.6,1
2718,2052,1,0,0,1,2013-11-11,10.12,30,2,2013,11,11,Monday,No Holiday,0,0,35.6,1
2719,2053,1,1,1,0,2013-11-11,10.45,56,2,2013,11,11,Monday,No Holiday,0,0,35.6,1
2720,1070,1,0,0,0,2013-11-12,14.0,96,0,2013,11,12,Tuesday,No Holiday,0,0,37.4,1
2721,2051,1,0,1,0,2013-11-12,10.97,40,2,2013,11,12,Tuesday,No Holiday,0,0,37.4,1
2722,2052,1,0,0,1,2013-11-12,10.12,24,2,2013,11,12,Tuesday,No Holiday,0,0,37.4,1
2723,2053,1,1,1,0,2013-11-12,10.45,60,2,2013,11,12,Tuesday,No Holiday,0,0,37.4,1
2724,1070,1,0,0,0,2013-11-13,14.0,98,0,2013,11,13,Wednesday,No Holiday,0,0,35.6,1
2725,2051,1,0,1,0,2013-11-13,10.97,40,2,2013,11,13,Wednesday,No Holiday,0,0,35.6,1
2726,2052,1,0,0,1,2013-11-13,10.12,26,2,2013,11,13,Wednesday,No Holiday,0,0,35.6,1
2727,2053,1,1,1,0,2013-11-13,10.45,62,2,2013,11,13,Wednesday,No Holiday,0,0,35.6,1
2728,1070,1,0,0,0,2013-11-14,14.0,104,0,2013,11,14,Thursday,No Holiday,0,0,37.4,1
2729,2051,1,0,1,0,2013-11-14,10.97,34,2,2013,11,14,Thursday,No Holiday,0,0,37.4,1
2730,2052,1,0,0,1,2013-11-14,10.12,28,2,2013,11,14,Thursday,No Holiday,0,0,37.4,1
2731,2053,1,1,1,0,2013-11-14,10.45,64,2,2013,11,14,Thursday,No Holiday,0,0,37.4,1
2732,1070,1,0,0,0,2013-11-15,14.0,96,0,2013,11,15,Friday,No Holiday,0,0,39.2,1
2733,2051,1,0,1,0,2013-11-15,10.97,40,2,2013,11,15,Friday,No Holiday,0,0,39.2,1
2734,2052,1,0,0,1,2013-11-15,10.12,26,2,2013,11,15,Friday,No Holiday,0,0,39.2,1
2735,2053,1,1,1,0,2013-11-15,10.45,64,2,2013,11,15,Friday,No Holiday,0,0,39.2,1
2736,1070,1,0,0,0,2013-11-16,14.0,70,0,2013,11,16,Saturday,No Holiday,1,0,39.2,1
2737,2051,1,0,1,0,2013-11-16,10.97,22,2,2013,11,16,Saturday,No Holiday,1,0,39.2,1
2738,2052,1,0,0,1,2013-11-16,10.12,16,2,2013,11,16,Saturday,No Holiday,1,0,39.2,1
2739,2053,1,1,1,0,2013-11-16,10.45,44,2,2013,11,16,Saturday,No Holiday,1,0,39.2,1
2740,1070,1,0,0,0,2013-11-17,14.0,72,0,2013,11,17,Sunday,No Holiday,1,0,39.2,1
2741,2051,1,0,1,0,2013-11-17,10.97,30,2,2013,11,17,Sunday,No Holiday,1,0,39.2,1
2742,2052,1,0,0,1,2013-11-17,10.12,20,2,2013,11,17,Sunday,No Holiday,1,0,39.2,1
2743,2053,1,1,1,0,2013-11-17,10.45,42,2,2013,11,17,Sunday,No Holiday,1,0,39.2,1
2744,1070,1,0,0,0,2013-11-18,14.0,100,0,2013,11,18,Monday,No Holiday,0,0,42.8,1
2745,2051,1,0,1,0,2013-11-18,10.97,40,2,2013,11,18,Monday,No Holiday,0,0,42.8,1
2746,2052,1,0,0,1,2013-11-18,10.12,28,2,2013,11,18,Monday,No Holiday,0,0,42.8,1
2747,2053,1,1,1,0,2013-11-18,10.45,64,2,2013,11,18,Monday,No Holiday,0,0,42.8,1
2748,1070,1,0,0,0,2013-11-19,14.0,98,0,2013,11,19,Tuesday,No Holiday,0,0,39.2,1
2749,2051,1,0,1,0,2013-11-19,10.97,34,2,2013,11,19,Tuesday,No Holiday,0,0,39.2,1
2750,2052,1,0,0,1,2013-11-19,10.12,28,2,2013,11,19,Tuesday,No Holiday,0,0,39.2,1
2751,2053,1,1,1,0,2013-11-19,10.45,60,2,2013,11,19,Tuesday,No Holiday,0,0,39.2,1
2752,1070,1,0,0,0,2013-11-20,14.0,104,0,2013,11,20,Wednesday,No Holiday,0,0,39.2,1
2753,2051,1,0,1,0,2013-11-20,10.97,36,2,2013,11,20,Wednesday,No Holiday,0,0,39.2,1
2754,2052,1,0,0,1,2013-11-20,10.12,30,2,2013,11,20,Wednesday,No Holiday,0,0,39.2,1
2755,2053,1,1,1,0,2013-11-20,10.45,58,2,2013,11,20,Wednesday,No Holiday,0,0,39.2,1
2756,1070,1,0,0,0,2013-11-21,14.0,104,0,2013,11,21,Thursday,No Holiday,0,0,41.0,1
2757,2051,1,0,1,0,2013-11-21,10.97,34,2,2013,11,21,Thursday,No Holiday,0,0,41.0,1
2758,2052,1,0,0,1,2013-11-21,10.12,28,2,2013,11,21,Thursday,No Holiday,0,0,41.0,1
2759,2053,1,1,1,0,2013-11-21,10.45,64,2,2013,11,21,Thursday,No Holiday,0,0,41.0,1
2760,1070,1,0,0,0,2013-11-22,14.0,98,0,2013,11,22,Friday,No Holiday,0,0,35.6,1
2761,2051,1,0,1,0,2013-11-22,10.97,34,2,2013,11,22,Friday,No Holiday,0,0,35.6,1
2762,2052,1,0,0,1,2013-11-22,10.12,30,2,2013,11,22,Friday,No Holiday,0,0,35.6,1
2763,2053,1,1,1,0,2013-11-22,10.45,64,2,2013,11,22,Friday,No Holiday,0,0,35.6,1
2764,1070,1,0,0,0,2013-11-23,14.0,64,0,2013,11,23,Saturday,No Holiday,1,0,32.0,1
2765,2051,1,0,1,0,2013-11-23,10.97,22,2,2013,11,23,Saturday,No Holiday,1,0,32.0,1
2766,2052,1,0,0,1,2013-11-23,10.12,24,2,2013,11,23,Saturday,No Holiday,1,0,32.0,1
2767,2053,1,1,1,0,2013-11-23,10.45,44,2,2013,11,23,Saturday,No Holiday,1,0,32.0,1
2768,1070,1,0,0,0,2013-11-24,14.0,72,0,2013,11,24,Sunday,No Holiday,1,0,35.6,1
2769,2051,1,0,1,0,2013-11-24,10.97,26,2,2013,11,24,Sunday,No Holiday,1,0,35.6,1
2770,2052,1,0,0,1,2013-11-24,10.12,16,2,2013,11,24,Sunday,No Holiday,1,0,35.6,1
2771,2053,1,1,1,0,2013-11-24,10.45,42,2,2013,11,24,Sunday,No Holiday,1,0,35.6,1
2772,1070,1,0,0,0,2013-11-25,14.0,104,0,2013,11,25,Monday,No Holiday,0,0,37.4,1
2773,2051,1,0,1,0,2013-11-25,10.97,34,2,2013,11,25,Monday,No Holiday,0,0,37.4,1
2774,2052,1,0,0,1,2013-11-25,10.12,28,2,2013,11,25,Monday,No Holiday,0,0,37.4,1
2775,2053,1,1,1,0,2013-11-25,10.45,58,2,2013,11,25,Monday,No Holiday,0,0,37.4,1
2776,1070,1,0,0,0,2013-11-26,14.0,96,0,2013,11,26,Tuesday,No Holiday,0,0,33.8,1
2777,2051,1,0,1,0,2013-11-26,10.97,32,2,2013,11,26,Tuesday,No Holiday,0,0,33.8,1
2778,2052,1,0,0,1,2013-11-26,10.12,28,2,2013,11,26,Tuesday,No Holiday,0,0,33.8,1
2779,2053,1,1,1,0,2013-11-26,10.45,64,2,2013,11,26,Tuesday,No Holiday,0,0,33.8,1
2780,1070,1,0,0,0,2013-11-27,14.0,102,0,2013,11,27,Wednesday,No Holiday,0,0,35.6,1
2781,2051,1,0,1,0,2013-11-27,10.97,36,2,2013,11,27,Wednesday,No Holiday,0,0,35.6,1
2782,2052,1,0,0,1,2013-11-27,10.12,26,2,2013,11,27,Wednesday,No Holiday,0,0,35.6,1
2783,2053,1,1,1,0,2013-11-27,10.45,60,2,2013,11,27,Wednesday,No Holiday,0,0,35.6,1
2784,1070,1,0,0,0,2013-11-28,14.0,124,0,2013,11,28,Thursday,No Holiday,0,0,32.0,0
2785,2051,1,0,1,0,2013-11-28,10.97,46,2,2013,11,28,Thursday,No Holiday,0,0,32.0,0
2786,2052,1,0,0,1,2013-11-28,10.12,32,2,2013,11,28,Thursday,No Holiday,0,0,32.0,0
2787,2053,1,1,1,0,2013-11-28,10.45,72,2,2013,11,28,Thursday,No Holiday,0,0,32.0,0
2788,1070,1,0,0,0,2013-11-29,14.0,98,0,2013,11,29,Friday,No Holiday,0,0,32.0,1
2789,2051,1,0,1,0,2013-11-29,10.97,36,2,2013,11,29,Friday,No Holiday,0,0,32.0,1
2790,2052,1,0,0,1,2013-11-29,10.12,22,2,2013,11,29,Friday,No Holiday,0,0,32.0,1
2791,2053,1,1,1,0,2013-11-29,10.45,58,2,2013,11,29,Friday,No Holiday,0,0,32.0,1
2792,1070,1,0,0,0,2013-11-30,14.0,78,0,2013,11,30,Saturday,No Holiday,1,0,28.4,0
2793,2051,1,0,1,0,2013-11-30,10.97,32,2,2013,11,30,Saturday,No Holiday,1,0,28.4,0
2794,2052,1,0,0,1,2013-11-30,10.12,26,2,2013,11,30,Saturday,No Holiday,1,0,28.4,0
2795,2053,1,1,1,0,2013-11-30,10.45,46,2,2013,11,30,Saturday,No Holiday,1,0,28.4,0
2796,1070,1,0,0,0,2013-12-01,14.0,80,0,2013,12,1,Sunday,No Holiday,1,0,28.4,0
2797,2051,1,0,1,0,2013-12-01,10.97,34,2,2013,12,1,Sunday,No Holiday,1,0,28.4,0
2798,2052,1,0,0,1,2013-12-01,10.12,20,2,2013,12,1,Sunday,No Holiday,1,0,28.4,0
2799,2053,1,1,1,0,2013-12-01,10.45,52,2,2013,12,1,Sunday,No Holiday,1,0,28.4,0
2800,1070,1,0,0,0,2013-12-02,14.0,96,0,2013,12,2,Monday,No Holiday,0,0,30.2,1
2801,2051,1,0,1,0,2013-12-02,10.97,40,2,2013,12,2,Monday,No Holiday,0,0,30.2,1
2802,2052,1,0,0,1,2013-12-02,10.12,28,2,2013,12,2,Monday,No Holiday,0,0,30.2,1
2803,2053,1,1,1,0,2013-12-02,10.45,60,2,2013,12,2,Monday,No Holiday,0,0,30.2,1
2804,1070,1,0,0,0,2013-12-03,14.0,120,0,2013,12,3,Tuesday,No Holiday,0,0,28.4,0
2805,2051,1,0,1,0,2013-12-03,10.97,46,2,2013,12,3,Tuesday,No Holiday,0,0,28.4,0
2806,2052,1,0,0,1,2013-12-03,10.12,34,2,2013,12,3,Tuesday,No Holiday,0,0,28.4,0
2807,2053,1,1,1,0,2013-12-03,10.45,66,2,2013,12,3,Tuesday,No Holiday,0,0,28.4,0
2808,1070,1,0,0,0,2013-12-04,14.0,96,0,2013,12,4,Wednesday,No Holiday,0,0,28.4,1
2809,2051,1,0,1,0,2013-12-04,10.97,32,2,2013,12,4,Wednesday,No Holiday,0,0,28.4,1
2810,2052,1,0,0,1,2013-12-04,10.12,24,2,2013,12,4,Wednesday,No Holiday,0,0,28.4,1
2811,2053,1,1,1,0,2013-12-04,10.45,60,2,2013,12,4,Wednesday,No Holiday,0,0,28.4,1
2812,1070,1,0,0,0,2013-12-05,14.0,118,0,2013,12,5,Thursday,No Holiday,0,0,23.0,0
2813,2051,1,0,1,0,2013-12-05,10.97,38,2,2013,12,5,Thursday,No Holiday,0,0,23.0,0
2814,2052,1,0,0,1,2013-12-05,10.12,30,2,2013,12,5,Thursday,No Holiday,0,0,23.0,0
2815,2053,1,1,1,0,2013-12-05,10.45,74,2,2013,12,5,Thursday,No Holiday,0,0,23.0,0
2816,1070,1,0,0,0,2013-12-06,14.0,118,0,2013,12,6,Friday,No Holiday,0,0,24.8,0
2817,2051,1,0,1,0,2013-12-06,10.97,42,2,2013,12,6,Friday,No Holiday,0,0,24.8,0
2818,2052,1,0,0,1,2013-12-06,10.12,34,2,2013,12,6,Friday,No Holiday,0,0,24.8,0
2819,2053,1,1,1,0,2013-12-06,10.45,74,2,2013,12,6,Friday,No Holiday,0,0,24.8,0
2820,1070,1,0,0,0,2013-12-07,14.0,84,0,2013,12,7,Saturday,No Holiday,1,0,23.0,0
2821,2051,1,0,1,0,2013-12-07,10.97,32,2,2013,12,7,Saturday,No Holiday,1,0,23.0,0
2822,2052,1,0,0,1,2013-12-07,10.12,20,2,2013,12,7,Saturday,No Holiday,1,0,23.0,0
2823,2053,1,1,1,0,2013-12-07,10.45,46,2,2013,12,7,Saturday,No Holiday,1,0,23.0,0
2824,1070,1,0,0,0,2013-12-08,14.0,80,0,2013,12,8,Sunday,No Holiday,1,0,21.2,0
2825,2051,1,0,1,0,2013-12-08,10.97,26,2,2013,12,8,Sunday,No Holiday,1,0,21.2,0
2826,2052,1,0,0,1,2013-12-08,10.12,18,2,2013,12,8,Sunday,No Holiday,1,0,21.2,0
2827,2053,1,1,1,0,2013-12-08,10.45,52,2,2013,12,8,Sunday,No Holiday,1,0,21.2,0
2828,1070,1,0,0,0,2013-12-09,14.0,120,0,2013,12,9,Monday,No Holiday,0,0,26.6,0
2829,2051,1,0,1,0,2013-12-09,10.97,40,2,2013,12,9,Monday,No Holiday,0,0,26.6,0
2830,2052,1,0,0,1,2013-12-09,10.12,32,2,2013,12,9,Monday,No Holiday,0,0,26.6,0
2831,2053,1,1,1,0,2013-12-09,10.45,72,2,2013,12,9,Monday,No Holiday,0,0,26.6,0
2832,1070,1,0,0,0,2013-12-10,14.0,116,0,2013,12,10,Tuesday,No Holiday,0,0,24.8,0
2833,2051,1,0,1,0,2013-12-10,10.97,40,2,2013,12,10,Tuesday,No Holiday,0,0,24.8,0
2834,2052,1,0,0,1,2013-12-10,10.12,34,2,2013,12,10,Tuesday,No Holiday,0,0,24.8,0
2835,2053,1,1,1,0,2013-12-10,10.45,74,2,2013,12,10,Tuesday,No Holiday,0,0,24.8,0
